Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built, GHG Emissions (MTCO2e) ,GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported,Covered by 5 Year Energy Action and Assessment Required in 2019,5 Year Energy Action and Assessment Compliance Status
PHS-MGH-125 Nashua St,Compliant,Office,125 Nashua Street,02114,192000,110.3,32,,Office,1968,64.180943,0.334275745,21184114.5,0.470879149,,0.48865696,Not Available,,Was a rehabilitation Center that moved to Charlestown and became an Administration Building which opened in July 2015. It was Under Construction from April 2013 until Opening in July 2015. ,,301927600,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - Institutional  Master Plan
PHS-MGH-Charles River Health Club,Compliant,Fitness Center/Health Club/Gym,10 Whittier Place,02114,66655,89.5,,,Fitness Center/Health Club/Gym,1964,216.651777,3.250345466,5965918.8,0.291207957,0.683767754,,Not Available,,,,0300450972,"2014, 2015, 2016, 2018, 2019, ",No,
PHS-MGH-CNY 75,Compliant,Laboratory,75 Thirteenth St.,02129,51880,369,,,Laboratory,1848,545.1882135,10.50863943,19145540.7,0.427125925,0.536170013,,37.37,,,,0203510155,"2014, 2015, 2016, 2018, 2019, ",No,
PHS-MGH-CNY Bldg 114,Compliant,Medical Office,114 16th Street,02129,160352,315.1,10,,Medical Office,1904,1711.544545,10.67367133,50531329.2,0.333583254,0.637751051,,58.5,,,,0203510050,"2014, 2015, 2016, 2018, 2019, ",No,
PHS-MGH-CNY Bldg 199,Compliant,Parking,199 13th St.,02129-2000,664937,3.7,,,Parking,1900,0,0,2480449.2,0.920867428,,,Not Available,,,,203510100,"2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - Institutional  Master Plan
PHS-MGH-CNY Bldg. 149,Compliant,Medical Office,149 13th Street,02129,733715,249.4,21,,Medical Office,1919,4699.921651,6.40565022,182972808.1,0.475493406,0.483646182,,45.29,,,,0203510451,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - Institutional  Master Plan
PHS-MGH-CRP 165,Compliant,Medical Office,165 Cambridge St.,02114,157187,155.7,19,,Medical Office,1965,86.58314942,0.550828945,24481081.1,0.39556644,,0.570441479,Not Available,,,,0300660024,"2014, 2015, 2016, 2017, 2018, 2019, ",No,
PHS-MGH-CRP 175,Compliant,Medical Office,175 Cambridge St.,02114,90472,82.9,42,,Medical Office,2004,0,0,7503500.4,0.920867411,,,Not Available,,,,0300660020,"2014, 2015, 2016, 2017, 2018, 2019, ",No,
PHS-MGH-Simches,Compliant,Medical Office,185 Cambridge St,02114,353535,348.9,25,,Medical Office,2000,410.5019369,1.161135211,123351610.8,0.445157041,0.002665667,0.513923764,Not Available,,,,300660016,"2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - Institutional  Master Plan
PHS-Spaulding Rehabilitation Hospital - CNY,Compliant,Hospital (General Medical & Surgical),300 First Ave,02129,290610,237.5,86,,Hospital (General Medical & Surgical),2012,2940.307144,10.11770808,69025181,0.182273121,0.802063667,,Not Available,,,,203517850,"2016, 2017, 2018, 2019, ",No,
Pi Alley Garage,Compliant,Parking,275 Washington St,02108,23000,276.5,,,"Other, Parking",1970,443.4,19.3,6359813.8,0.700420177,0.239390877,,52.06,,,,0302875000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
Piano Craft Guild,Compliant,Multifamily Housing,791 Tremont Street,02118,177600,83,37,,Multifamily Housing,1972,860.2,4.8,14738897.2,0.221543306,0.759418893,,25.66,,,,0901071000,"2015, 2016, 2017, 2018, 2019, ",No,
Piano Row,Compliant,Residence Hall/Dormitory,144/150 Boylston St,02116,199874,126.5,20,,Residence Hall/Dormitory,2006,1762.1,8.8,25292885.3,0.357133094,0.003312928,0.608864585,27.75,,,,0500031000,"2014, 2015, 2016, 2017, 2018, 2019, ",No,
Pilot House,Compliant,Office,32 Atlantic Avenue,02110,43518,74.9,41,,Office,1945,218.7,5,3258391.1,0.590717574,0.358520467,,14.5,,"From March 2017 - November 2017, approximately 5,700 gross square feet of office space was renovated to upgrade the HVAC system and interior finishes.",,303034000,"2016, 2017, 2018, 2019, ",No,
Pino Community Center,Municipal,Social/Meeting Hall,86 Boardman St,02128,11250,48.4,,,Social/Meeting Hall,2000,28.9,2.6,544471,,1,,Not Available,,,,100524000,"2016, 2017, 2018, 2019, ",No,
Pistol Range,Municipal,Police Station,86 Moon Island Rd,02171,2000,268.1,,,Police Station,2000,20.1,20.1,268135.4,0.920867636,,,Not Available,,,,107066000,"2016, 2017, 2018, 2019, ",No,
Pondview: 560 Centre St,Compliant,Multifamily Housing,560 Centre St,02130,50297,87.1,50,,Multifamily Housing,2000,250.4,5,4382433.7,0.169708422,0.815708062,,68.27,,"560 Centre St side has solar DHW, 568 Centre St side does not",,1900914000,"2015, 2016, 2017, 2018, 2019, ",No,
Portside at East Pier,Compliant,Multifamily Housing,50 Lewis Street,02128,159661,45,88,,"Multifamily Housing, Parking",2014,497.1,3.1,7184207.7,0.678247745,0.263468622,,31.58,,,,0104447000,"2015, 2017, 2018, 2019, ",No,
Portside II,Compliant,Multifamily Housing,40 East Pier Drive,02128,234934,22.1,100,,"Multifamily Housing, Swimming Pool",2018,348.6,1.5,5193808.5,0.5905199,0.358735156,,16.03,,,,0104447000,"2017, 2018, 2019, ",No,
Prang Estates: Prang Estates,Compliant,Multifamily Housing,45 Centre Street,02119,48273,80.3,41,,Multifamily Housing,1987,222.5,4.6,3878274.1,0.180132112,0.804388684,,75.3,,Extension granted until 07/15/18,,0903453000,"2017, 2018, 2019, ",No,
Presentation,Compliant,Residential Care Facility,10 Bellamy St,02135,42000,39.4,,,"Parking, Residential Care Facility",1974,87.8,2.1,1653875.1,,1,,82.05,,,,2203447000,"2015, 2016, 2017, 2019, ",Yes,Extension
Prime Storage Hyde Park,Compliant,Self-Storage Facility,1641 Hyde Park Ave,02136,40186,51.8,,,Self-Storage Facility,1900,113.2,2.8,2083576.8,0.050859769,0.944769734,,0.23,,,,1809450000,"2016, 2017, 2019, ",No,
Prime Storage South End,Compliant,Self-Storage Facility,100 Southampton St,02118,73751,16.1,,,Self-Storage Facility,1900,70.2,1,1184979.1,0.258608396,0.719168802,,0.24,,,,801027050,"2016, 2017, 2019, ",No,
Prime Storage Traveler Street,Compliant,Self-Storage Facility,33 Traveler St,02118,53600,11.8,,,Self-Storage Facility,1910,33.7,0.6,633493.4,0.006095593,0.993380515,,2.52,,,,306575000,"2015, 2016, 2017, 2019, ",Yes,Not Compliant
Prudential Center Retail,Compliant,Enclosed Mall,800 Boylston Street,02199,671530,192.8,,,Enclosed Mall,1993,8723.7,13,129492296.4,0.519829275,0.289860628,0.145639785,66.86,,"Prudential Center Retail includes Saks Fifth Avenue and Lord & Taylor. Excludes Del Frisco's, Tesla, Under Armour, Bonobos, Hammermade as these are included in 888 Boylston Street.",,401037103,"2014, 2015, 2016, 2017, 2018, 2019, ",No,
Prudential Tower,Compliant,Office,800 Boylston Street,02199,1518646,103.1,50,"2010, 2008","Office, Parking",1965,11069.5,7.3,156503970,0.513040064,0.032055904,0.410817135,14.82,,,,0401037100,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Queensberry Court Condominium,Compliant,Multifamily Housing,62-66 Queensberry St,02215,48000,104.5,74,,Multifamily Housing,1920,281.5,5.9,5016183,0.126941941,0.862149607,,47.82,,Gross floor area was estimated using the total rentable area plus common areas.,,504283000,"2015, 2016, 2017, 2018, 2019, ",No,
Queensberry Place Condominium,Compliant,Multifamily Housing,31-35 Queensberry Street,02215,80000,25.3,100,,Multifamily Housing,1901,150.1,1.9,2021534.6,0.039842645,,,15.87,,,,504245000,"2017, 2018, 2019, ",No,
Queensbury Condominiums,Compliant,Multifamily Housing,107-111 Jersey St,02215,37148,68.7,77,,Multifamily Housing,1910,145.6,3.9,2551386.6,0.167393595,0.818221903,,33.47,,,,504290000,"2017, 2018, 2019, ",No,
QUINCY,Municipal,K-12 School,885 Washington St.,02111,212079,72.6,44,,"K-12 School, Swimming Pool",1976,952.6,4.5,15399430.8,0.36909312,0.599189731,,Not Available,,,,305545000,"2016, 2017, 2018, 2019, ",No,
QUINCY CHURCH,Municipal,K-12 School,20 Church St.,02116,17640,48.7,78,,K-12 School,1999,52.1,3,859460.4,0.317111684,0.655638119,,6.7,,,,500745000,"2016, 2017, 2018, 2019, ",No,
Quincy Commons,Compliant,Multifamily Housing,278 Blue Hill Ave,02119,49650,48.1,61,,"Multifamily Housing, Parking",2014,148.6,3,2389096.2,0.383294098,0.583768456,,44.32,,,,1300723000,"2017, 2018, 2019, ",No,
Quincy Geneva II,Compliant,Multifamily Housing,87-99 Lawrence Ave,02121,32472,97.8,47,,Multifamily Housing,1910,177.6,5.5,3175493,0.119183531,0.870574711,,44.48,,,,1400314000,"2015, 2016, 2017, 2018, 2019, ",No,
QUINCY MODULARS,Municipal,K-12 School,900 Washington St.,02111,16960,46.7,73,,K-12 School,2000,49.8,2.9,791943.5,0.411930908,0.55267074,,Not Available,,,,305500010,"2016, 2017, 2018, 2019, ",No,
Quincy Towers,Compliant,Multifamily Housing,5 Oak Street West,02116,123197,65.1,94,,Multifamily Housing,1977,456.3,3.7,8019767.8,0.159529287,0.826761942,,55.87,,,,0305550000,"2015, 2016, 2017, 2018, 2019, ",No,
Radian,Compliant,Multifamily Housing,120 Kingston,02111,253701,47.8,76,2018,"Multifamily Housing, Parking",2014,816.4,3.2,12120733.2,0.600763779,0.347610993,,19.39,,,,0304308000,"2016, 2017, 2018, 2019, ",No,
Ramada Boston,Compliant,Hotel,800 Morrissey Blvd,02122,59200,91.4,9,,"Hotel, Swimming Pool",1972,377.7,6.4,5412280.6,0.703704866,0.235823915,,87.86,,,,1602588000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
Readville,Compliant,Distribution Center,Sprague Street,02136,41250,Not Available,,,Distribution Center,1950,Not Available,Not Available,Not Available,,,,Not Available,,,,1812975000,"2016, 2017, 2018, 2019, ",No,
"RECP V 18 Tremont Owner, LLC",Compliant,Office,18 Tremont Street,02108,210669,65.8,77,,Office,1915,955.7,4.5,13867058.7,0.383139482,0.077994189,0.505942129,5.9,,,,0302859000,"2015, 2016, 2017, 2018, 2019, ",Yes,Extension
RECP V 40 Warren Owner LLC,Compliant,Not Available,42 34 Warren Street,02129,13150,Not Available,,,"Office, Parking",1917,Not Available,Not Available,Not Available,,,,Not Available,,"This building was purchased March 26, 2018. We did not own it for the full calendar year, we have entered the data from March 26, 2018 forward. The building is two floors of parking and one floor of office space. It has been empty since we purchased it.

I manually entered all of the numbers listed.",,0203648000,"2019, ",No,
Recruit Investigations,Voluntary,Police Station,83 Freeport St,02122,2730,Not Available,,,Police Station,1985,0,0,Not Available,,,,Not Available,,,,,"2018, 2019, ",No,
Regency Building 1455,Compliant,Multifamily Housing,1455,02135,103000,Not Available,,,"Multifamily Housing, Parking",1968,Not Available,Not Available,Not Available,,,,26.24,,,,01829-000,"2015, 2016, 2017, 2018, 2019, ",No,
Renaissance Park,Compliant,Office,1135 Tremont Street,02120,157421,107.4,99,,"Data Center, Office",1993,1192.2,7.6,16901414.7,0.735138184,0.201689436,,16.15,,"Boston Energy Reporting ID:
02704-010
02704-020",,0902704020,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Renaissance Park Garage LLC,Compliant,Other,1125 Tremont St,02120,319764,5.6,,,Other,2001,134.6,0.4,1796581,0.920867399,,,0.05,,,,0901352010,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Not Compliant
Reservoir Towers: Reservoir Towers,Compliant,Multifamily Housing,CHESNUT HILL AVE/ 1925 Commonwealth,02135,225370,61.7,94,,Multifamily Housing,1978,791.2,3.5,13895916.6,0.161175415,0.824974338,,63.94,,Alternative address 1925 Commonwealth - listed as 271 Chestnut Hill on CBL. ,,2102474000,"2015, 2016, 2017, 2018, 2019, ",No,
Residence Campus,Compliant,College/University,54 Pilgrim Road,02215,334200,115.1,,,College/University,1905,2273.9,6.8,38457903.7,0.253680942,0.724519576,,34.14,,,, 0402012000 0402015000 0402013000 0402017000 0402016000 0402022000,"2015, 2016, 2017, 2018, 2019, ",Yes,Extension
"Residences at Copley Place, The",Compliant,Multifamily Housing,16 Harcourt Street,02115,157450,24.4,,,Multifamily Housing,1985,288.3,1.8,3847866.1,0.920867406,,,15.53,,,,0400985010,"2015, 2016, 2017, 2018, 2019, ",No,
Revere Hotel,Compliant,Hotel,200 Stuart Street,02116,312000,98.1,60,,"Hotel, Parking, Swimming Pool",2010,2126,6.8,30595871.3,0.500893604,0.117129546,0.338933727,43.06,,,,500135000,"2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
Revere Hotel,Compliant,Hotel,200 Stuart Street,02116,172800,176.9,2,,Hotel,1970,2124.7,12.3,30572570.5,0.501131694,0.116612687,0.339192045,78.21,,,,500135000,"2015, 2016, 2017, 2018, 2019, ",Yes,Compliant - 15% Efficiency Improvement
Ridgecrest Green,Compliant,Multifamily Housing,110 Edgemere Rd,02132,47300,207.2,7,,"Multifamily Housing, Parking, Swimming Pool",1970,580,12.3,9800554.7,0.256113937,0.721877508,,130.23,,,,1812339010,"2015, 2017, 2018, 2019, ",No,
Ridgecrest Terrace,Compliant,Multifamily Housing,14 Ridgecrest Ter,02132,291380,28.6,100,,"Multifamily Housing, Swimming Pool",1982,510.1,1.8,8334348.1,0.341593933,0.629052007,,25.14,,,,2012112000,"2015, 2017, 2018, 2019, ",No,
Riley House: 39 Maple Avenue,Compliant,Multifamily Housing,39 Maple Avenue,02136,46834,61,38,,Multifamily Housing,2000,173.8,3.7,2858050.6,0.324989292,0.647083505,,27.6,,,,1809143010,"2015, 2016, 2017, 2018, 2019, ",No,
Riverway Condominium,Compliant,Other - Lodging/Residential,378-386 Riverway ,02115,52308,76.8,,,Other - Lodging/Residential,1985,216.2,4.1,4015379.2,0.031093081,0.96623502,,32.28,,"Condominium Building.  There are 5 buildings all on the same parcel of land. 378, 380, 382, 384 & 386 Riverway.  There is no parking at this location.  ",,1000308000,"2015, 2019, ",No,
Riverway Plaza,Compliant,Strip Mall,84-100 River St,02126,62000,25.3,,,"Parking, Strip Mall",1980,116.1,1.9,1570272,0.877998864,0.046552444,,16.75,,"Weekly Operating Hours, Number of Workers on Main Shift, Number of Computers are all estimates",,1704030000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Riverway Square Condominium,Compliant,Multifamily Housing,even only 114-122 Riverway,02215,64400,125,53,,Multifamily Housing,1920,446.1,6.9,8052241.9,0.096285828,0.895440089,,17.91,,,,402005000,"2015, 2016, 2017, 2018, 2019, ",No,
Riviera: 270 Huntington Avenue,Compliant,Multifamily Housing,270 Huntington Avenue,02115,35500,137.7,48,,Multifamily Housing,1934,282.8,8,4888398.9,0.199695471,0.783144211,,86.06,,9-24-2015 CLARIFY NUMBER OF BEDROOMS - WAS ORIGINALLY TOLD 93 APARTMENTS AND 90 BEDROOMS; renovated in 1992,,402289000,"2019, ",No,
Road Scholar,Compliant,Office,11 Avenue de Lafayette,02111,60000,48.7,76,,Office,1892,218.8,3.6,2921844.1,0.919020269,0.002005891,,13.16,,Tax Parcel 304511000 ,,304511000,"2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Robert Fortes: 541 Shawmut Ave.,Compliant,Multifamily Housing,541 Shawmut Ave,02118,43425,52.1,84,,Multifamily Housing,1980,139.9,3.2,2264195.6,0.365939912,0.602613926,,25.26,,"Tenants do not pay utilities, building pays for gas, electric and water. 
electric stoves, gas heat and DHW. ",,900939000,"2017, 2018, 2019, ",No,
Roche Community Center,Municipal,Social/Meeting Hall,1716 CENTRE ST,02132,18600,82,,,Social/Meeting Hall,2000,92.1,5,1524420.5,0.3072859,0.666308279,,Not Available,,,,2005720080,"2016, 2017, 2018, 2019, ",No,
Rock Center,Compliant,Office,60 North Harvard Street,02163,27782,77.5,54,,Office,1969,150.6,5.4,2154180.5,0.37801423,,0.589501994,30.66,,"Until Jan 2017, water was allocated by gross square footage for this property, and did not represent actual usage. After January 2017, monthly readings are accurate.",,2200530000,"2014, 2015, 2016, 2017, 2018, 2019, ",Yes,Extension
Rockingham Glen - 30 Rockingham Ave.,Compliant,Multifamily Housing,30 Rockingham Avenue,02132,71450,60.8,83,,Multifamily Housing,1974,250.8,3.5,4341597.5,0.196420634,0.786700448,,39.43,,,,2003041000,"2015, 2016, 2017, 2018, 2019, ",No,
Rockingham Glen - 40 Rockingham Ave,Compliant,Multifamily Housing,40 Rockingham Ave,02132,71450,55.3,92,,Multifamily Housing,1947,225.2,3.2,3948452.4,0.165522094,0.820254133,,24.04,,,,2003041000,"2015, 2016, 2017, 2018, 2019, ",No,
Rockland Street Elderly: Rockland Street Elderly,Compliant,Multifamily Housing,30 Rockland Street,02119,32980,61.7,64,,Multifamily Housing,2009,122.5,3.7,2035310.3,0.298184989,0.676191242,,31.06,,,,1200724000,"2017, 2018, 2019, ",No,
ROGERS,Municipal,K-12 School,15 Everett St,02136,108832,50.6,93,,K-12 School,1902,299.8,2.8,5507655.4,0.055598967,0.939623238,,Not Available,,,,1808963000,"2016, 2017, 2018, 2019, ",No,
Rollins Square,Compliant,Multifamily Housing,2 Rollins Street,02118,376000,55,91,,"Multifamily Housing, Retail Store",2003,1213.7,3.2,20691707.7,0.23388047,0.746021562,,25.82,,,,0306455010,"2015, 2016, 2017, 2018, 2019, ",No,
ROOSEVELT,Municipal,K-12 School,95 Needham Rd.,02136,40268,77.5,59,,K-12 School,1967,175.5,4.4,3119695.4,0.132895909,0.855683988,,Not Available,,,,1809913000,"2016, 2017, 2018, 2019, ",No,
Roslindale Branch,Municipal,Library,4246 Washington St,02131,13600,76.9,,,Library,2000,64,4.7,1045944.7,0.339502638,0.631323052,,Not Available,,,,1904221000,"2016, 2017, 2018, 2019, ",No,
Roslindale Community Center,Municipal,Social/Meeting Hall,6 Cummins Highway,02131,36960,87.2,,,Social/Meeting Hall,2000,193.5,5.2,3223315.4,0.291827464,0.683095083,,Not Available,,,,1903095000,"2016, 2017, 2018, 2019, ",No,
Roslindale House: Roslindale House,Compliant,Multifamily Housing,120 Poplar St,02131,82142,85.1,22,,Multifamily Housing,1987,405.9,4.9,6994000,0.207518049,0.774649385,,37.02,,,,1904205100,"2015, 2016, 2017, 2018, 2019, ",No,
Rowes Wharf,Compliant,Mixed Use Property,30 Rowes Wharf,02110,814368,104.6,65,2013,"Hotel, Office, Parking, Retail Store, Swimming Pool",1987,5804.5,7.1,85165558.4,0.634689464,0.310769983,,32.39,,,,0302961198,"2014, 2017, 2018, 2019, ",Yes,Compliant - ASHRAE II Energy Audit
Roxbury Corners,Compliant,Multifamily Housing,1801 Washington Street,02118,47437,77.9,65,,"Multifamily Housing, Parking",1991,219.7,4.6,3695966.9,0.267393736,0.70962846,,41.12,,,,0901180010,"2015, 2016, 2017, 2018, 2019, ",No,
Roxbury Crossing Maria Sanchez: Maria Sanchez House,Compliant,Multifamily Housing,30 Gurney Street,02120,34700,64.9,49,,Multifamily Housing,2015,136.8,3.9,2250428,0.324382612,0.647742385,,25.12,,,,902921010,"2017, 2018, 2019, ",No,
Roxbury Hills,Compliant,Multifamily Housing,140 Humboldt Avenue,02121,132744,64.9,88,,Multifamily Housing,1988,487.5,3.7,8612760.6,0.146985518,0.840383651,,58.46,,,,1202025000,"2015, 2016, 2017, 2018, 2019, ",No,
Roxse Homes - Buildings #5-11,Compliant,Multifamily Housing,Hammond St,02120,231152,60.7,83,,Multifamily Housing,1971,792.1,3.4,14024078.8,0.141936969,0.845866004,,48.26,,"Building 5 - 101, 105, 95 & 91 Hammond St.
Building 6 - 85,87, & 89 Hammond St.
Building 7 - 83, 75, & 65 Hammond St.
Building 8 - 47, 51, & 55 Hammond St. 
Building 9 - 41, 45, & 35 Hammond St.
Building 10 - 17, 21, & 25 Hammond St.
Building 11 - 05 & 15 Hammond St.  

Bldg. 5: 2-1BR; 9-2BR; 13-3BR = 59
Bldg. 6: 2-1BR; 4-2BR; 12-3BR = 46
Bldg.7: 2-1BR; 5-2BR; 11-3BR = 45
Bldg.8: 2-1BR; 5-2BR; 11 -3BR =45 
Bldg9: 1-1BR; 6- 2BR; 11-3BR = 46
Bldg10: 1-1BR; 7-2BR; 10-3BR = 45
Bldg 11: 4-2BR & 4 3BR = 20",,0901580000,"2015, 2016, 2018, 2019, ",No,
