Property Name,Reported,Tax Parcel,Property Type,Address, Zip,"Gross Area (sq ft) 
",Site EUI (kBTU/sf),ENERGY STAR Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf),Total Site Energy (kBTU),% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water,% District Chilled Water,"% Other (Diesel #2, Kerosene, Propane or Other Fuel)",Water Intensity (gal/sf),Onsite Renewable (kWh),User Submitted Info,User Submitted Link
Lindsay Place Condo Trust,Reported,300028000,Multifamily Housing,13-27 Bowdoin St,2114,51000,,34,,Multifamily Housing,1999,228.5,4.5,4064391.7,0.1825,0.8175,,,,,,20.11,Not Available,,
Tremont on the Common Condominium,Reported,304850000,Multifamily Housing,151 Tremont Street,2111,635000,,93,,"Heated Swimming Pool, Multifamily Housing, Parking",1967,1424,2.8,21111019,0.3924,0.38,0.5768,,,,,19.86,Not Available,,
The Starboard Condominiums,Reported,203511400,Multifamily Housing,45 First Avenue,2129,47454,,94,,Multifamily Housing,2013,107.4,2.3,1750985.7,0.4829,0.5171,,,,,,22.59,Not Available,,
Cliffmont Estates Condominium,Reported,1804765000,Multifamily Housing,57A - 145B Grew Ave.,2131,215010,,100,,"Multifamily Housing, Parking",1987,195.8,1.7,3085887.4,0.668,0.3932,,,,,,34.38,Not Available,"sq. footage of buildings is an estimate.  
sq. footage of parking is an estimate.  ",
Building 104,Reported,203515760,Multifamily Housing,104 First Avenue,2129,57597,,13,,"Multifamily Housing, Parking",1910,227.3,4.8,3908759.7,0.2954,0.746,,,,,,35.83,Not Available,,
10 PO Square,Reported,303878000,Office,10 Post Office Square,2109,454520,,82,"2020, 2019, 2018","Bar/Nightclub, Office",1920,1433.8,3.2,22193625.8,0.6753,0.3247,,,,,,5.92,Not Available,0303880000; 0303879000;  0303878000,
71-77 Summer,Reported,304561000,Office,71-77 Summer St.,2110,62246,,66,"2020, 2019, 2018, 2017, 2016",Office,1901,233.4,3.7,3451096,0.8534,0.1466,,,,,,15.53,Not Available,This report covers parcels 0304561000 and 0304562000.,
The Eliot Hotel,Reported,503800000,Hotel,370 Commonwealth Avenue,2215,72950,,74,,"Hotel, Restaurant",1925,370.3,5.1,5977868.9,0.5187,0.4813,,,,,,27.52,Not Available,,
75 Kneeland St,Reported,305237000,Office,75 Kneeland St,2111,226320,,71,,"Office, Restaurant",1928,961.5,4.2,15105485.5,0.6194,0.386,,,,,,5.27,Not Available,,
803 Summer Street,Reported,603405050,Office,803 Summer Street,2127,36000,,82,,Office,1986,96,2.7,1464352.3,0.73,0.27,,,,,,7.64,Not Available,,
King Terminal,Reported,603405060,Office,60 K Street,2127,222018,,,,Office,1900,814.1,3.7,13967269.5,0.34,0.696,,,,,,4.66,Not Available,,
65 Bay St,Reported,1503130010,Manufacturing/Industrial Plant,65 Bay St ,2125,78000,,,,Manufacturing/Industrial Plant,2002,126.4,1.6,1802764.3,1,,,,,,,Not Available,Not Available, Property vacant as of October 2019,
9 Dewar St,Reported,1503117000,Manufacturing/Industrial Plant,9 Dewar St,2125,38800,,,,Manufacturing/Industrial Plant,1900,31.2,0.8,445470.7,1,,,,,,,12.46,Not Available, Property vacant as of January 2016,
Cadigan Alumni Center,Reported,2205268040,Office,2121 Commonwealth Avenue,2135,68729,,91,"2021, 2020, 2019, 2018, 2017, 2013",Office,2007,168.4,2.4,2856932,0.3416,0.6584,,,,,,0,Not Available,Water usage for this property is filed under Boston College Parcel ID 2102473001.,
Reservoir Apartments,Reported,2102464000,Multifamily Housing,2000 Commonwealth Ave,2135,288433,,85,"2021, 2020, 2019, 2018, 2017",Multifamily Housing,2017,732.2,2.5,12014841,0.4599,0.541,,,,,,0,Not Available,"WAS UNDER RENOVATION
2102464000
2102464002
2102464004
2102464006
2102464008
2102464010
2102464012
2102464014
2102464016
2102464018
2102464020
2102464022
2102464024
2102464026
2102464028
2102464030
2102464032
2102464034
2102464036
2102464038
2102464040
2102464042
2102464044
2102464046
2102464048
2102464050
2102464052
2102464054
2102464056
2102464058
2102464060
2102464062
2102464064
2102464066
2102464068
2102464070
2102464072
2102464074
2102464076
2102464078
2102464080
2102464082
2102464084
2102464086
2102464088
2102464090
2102464092
2102464094
2102464096
2102464098
2102464100
2102464102
2102464104
2102464106
2102464108
2102464110
2102464112
2102464114
2102464116
2102464118
2102464120
2102464122
2102464124
2102464126
2102464128
2102464130
2102464132
2102464134
2102464136
2102464138
2102464140
2102464142
2102464144
2102464146
2102464148
2102464150
2102464152
2102464154
2102464156
2102464158
2102464160
2102464162
2102464164
2102464166
2102464168
2102464170
2102464172
2102464174
2102464376",
BC  129 Lake St Offices,Reported,2205268078,Office,129 Lake Street,2135,90645,,75,"2018, 2017, 2013",Office,2007,318.5,3.5,4952109.8,0.6587,0.3413,,,,,,0,Not Available,"Water usage for this property is filed under Boston College Parcel ID 2102473001.

EMA filed an amended BERDO CY-2017 filing which include missing kitchen gas.   

We have not entered the DHW energy! ",
Thomas More Apartments,Reported,2102443000,Multifamily Housing,2150 Commonwealth Ave,2135,239667,,96,"2020, 2019, 2018","Medical Office, Multifamily Housing",2016,705,2.9,12316039.2,0.2423,0.7577,,,,,,0,Not Available,"This property's water is listed here and not as part of the BC Boston Campus as is 2000 Com. Ave., 129 Lake, Cadigan, and Stayer.  2150 is the exception to the rule. ",
BC Stayer Hall,Reported,2102473020,Multifamily Housing,110 St Thomas More Rd,2135,104278,,62,2013,Multifamily Housing,1990,361.9,3.5,6018073.1,0.4128,0.5872,,,,,,0,Not Available,Water usage for this property is filed under Boston College Parcel ID 2102473001.,
Boston College   (BERDO),Reported,2102473001,College/University,140 Commonwealth Ave,2467,2746696,,,,College/University,1863,11906.5,4.3,187638504.7,0.4994,0.362,0.1386,,,,,20.15,Not Available,riendriend,
98 N. Washington Street,Reported,301518000,Office,98 N. Washington Street,2114,80530,,92,,Office,1920,210.6,2.6,3220458.6,0.7219,0.2781,,,,,,6.34,Not Available,,
"55 Court, LLC",Reported,302892000,Office,55 Court Street,2108,49591,,,,"Office, Retail Store",1968,270.4,5.5,4561791.4,0.3626,0.6374,,,,,,7.14,Not Available,The retail store is VACANT.,
205 Portland Street,Reported,301651000,Office,205 Portland Street,2114,48869,,,,"Office, Retail Store",1900,57.5,1.2,885629.3,0.6958,0.342,,,,,,9.92,Not Available,,
100 North Washington Street,Reported,301512000,Office,100 North Washington Street,2114,63848,,94,,"Office, Parking",1985,99.6,1.8,1420228.5,1,,,,,,,3.03,Not Available,,
239 Causeway Street,Reported,1517000,Office,239 Causeway Street,2114,66225,,,,Office,1917,136.1,2.1,2385124.9,0.2317,0.7683,,,,,,3.75,Not Available,There was an average of 50% vacancy in 2014.,
The Seville Condominium Trust,Reported,105937000,Multifamily Housing,250 Meridian Street,2128,85910,,93,,"Multifamily Housing, Other, Parking, Retail Store",2016,160.1,2.2,2379401.1,0.8324,0.1676,,,,,,19.66,Not Available,,
22-36 Old Colony Ave.,Reported,600324000,Other,10-50 Old Colony Ave.,2127,78704,,,,"Fitness Center/Health Club/Gym, Manufacturing/Industrial Plant, Office, Other",1924,135.1,1.7,2188399.2,0.557,0.4943,,,,,,2.41,Not Available,,
58-70 Old Colony Ave,Reported,600368000,Other,60 Old Colony Ave,2127,44449,,,,"Food Service, Medical Office, Non-Refrigerated Warehouse, Other, Retail Store",1930,228.7,5.1,3463427.2,0.7592,0.248,,,,,,10.61,Not Available,Unable to obtain water usage for Potable Indoor Meter #2 from 11/22/2017 – 6/22/2018 because of an ownership change. Water usage was estimated for the time period.,
Cyprus,Reported,2100170000,Multifamily Housing,829 833 Beacon St,2215,50634,,89,,Multifamily Housing,1920,183.7,3.6,3251757,0.1984,0.816,,,,,,26.62,Not Available,,
28 Damrell Street,Reported,700254000,Manufacturing/Industrial Plant,28 Damrell Street,2127,83000,,,,Manufacturing/Industrial Plant,1900,257.8,3.1,4122222.5,0.5541,0.4459,,,,,,8.87,Not Available, ,
"300 A Street, LLC",Reported,601166060,Office,300 A Street ,2210,111683,,69,,Office,1904,577.5,5.2,9503760.2,0.4499,0.551,,,,,,1.22,Not Available,"
",
Chestnut Hill Gardens Condo,Reported,2205126010,Multifamily Housing,163-165 Chestnut Hill Ave,2135,46577,,,,"Multifamily Housing, Parking",2003,88,2,1362585.7,0.6743,0.3257,,,,,,43.55,Not Available,,
Savin Hill Apts: 130 Aukland,Reported,1503123000,Multifamily Housing,130 Auckland St,2125,117715,,100,,Multifamily Housing,1980,121,1,1725758.8,1,,,,,,,48.61,Not Available,"Roof replaced in 2009
All Windows replaced",
Keystone: 151 Hallet Street,Reported,1604327000,Multifamily Housing,151 Hallet St,2124,229500,,100,,Multifamily Housing,1979,247.7,1.1,3532187.9,1,,,,,,,33.7,Not Available,Windows replace on second and third floors of building,
150 Mt Vernon: 150 Mount Vernon Street,Submitted with possible data errors,1303448200,Office,150 Mount Vernon Street,2125,129800,,,,Office,1984,0,0,Not Available,,,,,,,,Not Available,Not Available,renovated 2001. ,
Feldberg Garage,Reported,401862020,Parking,340 Brookline Ave,2115,159333,,,,Parking,1975,2.4,0,690922.5,1,,,,,,,Not Available,Not Available,,
Boston Children's Hospital,Reported,401851000,Other - Specialty Hospital,300 Longwood Ave,2115,2595372,,,,"Other, Other - Specialty Hospital, Parking",1914,65239.4,29.3,978953635.5,0.2278,,0.4756,,,0.2966,,24.8,Not Available,"Boston Children's Hospital is composed of numerous buildings constructed between 1914 through 2015. This is as of May 1, 2015

CHB MAIN property increased sq ft during 2014 by 117,345,  this is included in the total sq ft for CHB MAIN",
333 Longwood Ave,Reported,401855000,Medical Office,333 Longwood Ave,2115,89787,,48,,Medical Office,1986,508,5.7,7242867.7,1,,,,,,,7.93,Not Available,,
298 HAMPTON HOUSE,Municipal,900890000,Multifamily Housing,155 Northhampton St.,2118,55472,,5,,Multifamily Housing,1973,285.7,5.2,4326053.8,0.761,0.2399,,,,,,62.13,Not Available,,
271 PATRICIA WHITE,Municipal,2102001000,Multifamily Housing,20 Washington St.,2135,271704,,83,,Multifamily Housing,1978,712.5,2.6,12037295.2,0.3573,0.6427,,,,,,37.48,Not Available,,
257 LOWER MILLS,Municipal,1703554000,Multifamily Housing,2262 Dorchester Ave.,2124,110110,,71,,Multifamily Housing,1972,466.2,4.2,7975746.8,0.3138,0.6862,,,,,,41,Not Available,,
504 FANEUIL,Municipal,2202616000,Multifamily Housing,266 North Beacon Street,2135,225372,,1,,Multifamily Housing,1950,2909.9,12.9,39850287.8,0.1437,0.285,,0.8278,,,,103.46,Not Available,,
505 FAIRMOUNT,Municipal,1810142000,Multifamily Housing,43 Bow Street,2136,180000,,1,,Multifamily Housing,1951,1314.2,7.3,22796576.8,0.2664,0.7336,,,,,,101.56,Not Available,,
512 SOUTH STREET,Municipal,1103307000,Multifamily Housing,15 St. Rose Street,2130,124863,,6,,Multifamily Housing,1953,820.2,6.6,14839525.8,0.1269,0.8731,,,,,,76.99,Not Available,,
262 HASSAN,Municipal,1801546000,Multifamily Housing,705 River St.,2126,60440,,,,Multifamily Housing,1974,352.6,5.8,5028129.6,1,,,,,,,73.62,Not Available,,
299 WASHINGTON MANOR,Municipal,900650000,Multifamily Housing,1701 Washington St.,2118,55472,,12,,Multifamily Housing,1973,228.5,4.1,3276872.2,0.9764,0.236,,,,,,102.02,Not Available,,
251 CODMAN,Municipal,1704614000,Multifamily Housing,784 Washington St.,2124,64230,,,,Multifamily Housing,1972,350.1,5.5,5917389.4,0.3555,0.6445,,,,,,63.6,Not Available,,
283 PEABODY SQUARE,Municipal,1601530000,Multifamily Housing,1875 Dorchester Ave,2122,73200,,,,Multifamily Housing,1982,260.4,3.6,4248782,0.481,0.5199,,,,,,62.99,Not Available,,
101 CHARLESTOWN,Municipal,202920000,Multifamily Housing,55 Bunker Hill St.,2129,800238,,22,,Multifamily Housing,1940,5007,6.3,86938041.8,0.2632,0.7368,,,,,,84.14,Not Available,,
226 POND STREET,Municipal,1902006000,Multifamily Housing,29 Pond St.,2130,28000,,1,,Multifamily Housing,1951,276.3,9.9,4971364.5,0.1444,0.8556,,,,,,50.03,Not Available,,
228 ASHMONT,Municipal,1603120000,Multifamily Housing,374 Ashmont St,2124,21600,,1,,Multifamily Housing,1962,307.4,14.2,5564524.5,0.1255,0.8745,,,,,,74.54,Not Available,,
290 JOSEPH C. MALONE,Municipal,1811091000,Multifamily Housing,11 Gordon Ave,2136,82800,,75,,Multifamily Housing,1981,277.8,3.4,4811175.4,0.2721,0.7279,,,,,,59.05,Not Available,,
602 FRANKLIN FIELD SENIOR,Municipal,1402862000,Multifamily Housing,91 Ames Street,2124,46420,,100,,Multifamily Housing,1963,75.1,1.6,1408718.7,0.12,0.988,,,,,,101.62,Not Available,,
254 PASCIUCCO,Municipal,1502943000,Multifamily Housing,330 Bowdoin St.,2122,64830,,,,Multifamily Housing,1973,329.3,5.1,5638420.2,0.3112,0.6888,,,,,,49.81,Not Available,,
295 COMMONWEALTH ELDERLY,Municipal,2101848000,Multifamily Housing,"2-4,6-8 Fidelis Way",2135,71938,,,,Multifamily Housing,1951,246.4,3.4,4211354.9,0.3172,0.6828,,,,,,Not Available,Not Available,,
229 HOLGATE,Municipal,1202342000,Multifamily Housing,129 Elm Hill Ave.,2119,63162,,1,,Multifamily Housing,1962,602.9,9.5,10906055.9,0.1271,0.8729,,,,,,53.2,Not Available,,
252 HERITAGE,Municipal,105398000,Multifamily Housing,209 Sumner St.,2128,278674,,61,,Multifamily Housing,1975,924.9,3.3,15196786.9,0.4552,0.5448,,,,,,46.6,Not Available,,
250 ROCKLAND TOWERS,Municipal,2011609000,Multifamily Housing,5300 Washington St.,2132,47460,,,,Multifamily Housing,1972,206,4.3,3110965.8,0.7697,0.233,,,,,,119.68,Not Available,,
107 HEATH,Municipal,1002333000,Multifamily Housing,30 Bickford Street,2130,279963,,8,,Multifamily Housing,1942,1682.4,6,30210838.8,0.1512,0.8488,,,,,,79.41,Not Available,,
653 CLIFTON/BALCHELDER-SPEC. NEEDS,Municipal,800038000,Multifamily Housing,62 Clifton Street,2125,15500,,100,,Multifamily Housing,1985,14.8,1,210424.1,1,,,,,,,60.87,Not Available,,
603 MONSIGNOR POWERS,Municipal,602527000,Multifamily Housing,120 L St.,2127,40500,,1,,Multifamily Housing,1978,220.5,5.4,3327265.7,0.7735,0.2265,,,,,,61.56,Not Available,,
507 ARCHDALE,Municipal,1903515000,Multifamily Housing,120 Brookway Road,2131,306414,,13,,Multifamily Housing,1952,1666.5,5.4,29477382.2,0.21,0.799,,,,,,82.81,Not Available,,
193 HIGHLAND PARK,Municipal,903491000,Multifamily Housing,50-68 Highland Ave.,2119,12685,,,,Multifamily Housing,1983,159.6,12.6,2863870.6,0.1543,0.8457,,,,,,251.97,Not Available,,
601 FRANKLIN FIELD FAMILY,Municipal,1402862000,Multifamily Housing,91 Ames Street,2124,33600,,1,,Multifamily Housing,1958,618.4,18.4,11179303.9,0.1295,0.875,,,,,,121.94,Not Available,,
277 BELLFLOWER,Municipal,703210000,Multifamily Housing,24 Bellflower St.,2125,85000,,80,,Multifamily Housing,1981,268.3,3.2,4556436.7,0.3394,0.666,,,,,,52.44,Not Available,,
756 705-6 CONDOMINIUMS,Municipal,803001000,Multifamily Housing,122 Blue Hill Ave,2119,107117,,6,,Multifamily Housing,1978,755.2,7,12239449.2,0.545,0.4955,,,,,,106.41,Not Available,,
510 GALLIVAN,Municipal,1800257000,Multifamily Housing,115 Standard Street,2126,241144,,1,,Multifamily Housing,1953,1926.1,8,34261449.6,0.1823,0.8177,,,,,,99.57,Not Available,,
189 FRANKLIN FIELD,Municipal,1402862000,Multifamily Housing,91 Ames St.,2124,402572,,45,,Multifamily Housing,1954,2137.9,5.3,36572972.1,0.3139,0.6861,,,,,,76.41,Not Available,,
501 WEST BROADWAY,Municipal,600307000,Multifamily Housing,81 Orton Marotta Way,2127,580000,,95,,Multifamily Housing,1949,942,1.6,13485152.8,0.9835,0.165,,,,,,75.77,Not Available,,
230 FOLEY,Municipal,701516000,Multifamily Housing,199 H St.,2127,84224,,36,,Multifamily Housing,1963,409.6,4.9,7069405.2,0.2837,0.7163,,,,,,29.13,Not Available,,
