Property Name,Reported,Property Type,Address,ZIP, Gross Area (sq ft) ,Site EUI (kBTU/sf),Energy Star Score,Energy Star Certified,Property Uses,Year Built,GHG Emissions (MTCO2e),GHG Intensity (kgCO2/sf), Total Site Energy (kBTU) ,% Electricity,% Gas,% Steam,% Fuel Oil,% District Hot Water ,% District Chilled Water,Water Intensity (gal/sf), Onsite Renewable (kWh) ,User Submitted Info,User Submitted Link,Tax Parcel,Years Reported,Covered by 5 Year Energy Action and Assessment Required in 2020,5 Year Energy Action and Assessment Compliance Status
,Non Compliant,APT SUBSIDIZED HOUSING,107 137 FOREST HILLS ST,,23328,,,,,,,,,,,,,,,,,,,1102906000,"2015, 2016, 2017, 2018, 2019,",Yes,Extension
,Non Compliant,CONDO MAIN,23 27 ST STEPHEN ST,,24000,,,,,,,,,,,,,,,,,,,401530000,,No,
,Non Compliant,EXEMPT 121A PROPERTY,76 78 WESTLAND AV,,24192,,,,,,,,,,,,,,,,,,,401507000,"2017, 2018,",No,
,Non Compliant,CONDO MAIN,31 35 QUEENSBERRY ST,,24361,,,,,,,,,,,,,,,,,,,504245000,"2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,107 111 JERSEY ST,,24615,,,,,,,,,,,,,,,,,,,504290000,"2017, 2018, 2019,",No,
,Non Compliant,RETAIL/WHLSALE/SERVICE,98 WASHINGTON ST,,79790,,,,,,,,,,,,,,,,,,,1400753000,,No,
,Non Compliant,OTHER EXEMPT BLDG,30 WASHINGTON ST,,42530,,,,,,,,,,,,,,,,,,,1400750000,,No,
,Non Compliant,CHARITABLE ORGANIZTN,    COLUMBIA RD,,45864,,,,,,,,,,,,,,,,,,,1400082000,,No,
,Non Compliant,HOTEL/LODGING,236 MT VERNON ST,,93136,,,,,,,,,,,,,,,,,,,1303448050,"2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,RES/COMMERCIAL USE,400 260 MT VERNON ST,,1438040,,,,,,,,,,,,,,,,,,,1303445000,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,OFFICE 1-2 STORY,40 WM T MORRISSEY BL,,110136,,,,,,,,,,,,,,,,,,,1303404000,"2016, 2018,",No,
,Non Compliant,OFFICE 1-2 STORY,50 WM T MORRISSEY BL,,119988,,,,,,,,,,,,,,,,,,,1303403000,"2016, 2018,",No,
,Non Compliant,SCHOOL,160 150 WM T MORRISSEY BL,,160640,,,,,,,,,,,,,,,,,,,1303401000,"2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,950 DORCHESTER AV,,0,,,,,,,,,,,,,,,,,,,1303045000,,No,
,Non Compliant,SCHOOL,100 SAVIN HILL AV,,61152,,,,,,,,,,,,,,,,,,,1302651000,"2014, 2016, 2017,",No,
,Non Compliant,CONDO MAIN,5 10 LINDA LA,,45510,,,,,,,,,,,,,,,,,,,1302562000,,No,
,Non Compliant,SUPERMARKET,35 -45 WM T MORRISSEY BL,,61800,,,,,,,,,,,,,,,,,,,1302364019,"2014, 2015, 2016,",No,
,Non Compliant,APARTMENT,25 WM T MORRISSEY BL,,255257,,,,,,,,,,,,,,,,,,,1302364011,,No,
,Non Compliant,CONDO MAIN,63 SUTHERLAND RD,,24956,,,,,,,,,,,,,,,,,,,2102164000,,No,
,Non Compliant,CONDO MAIN,6 HAYES RD,,25021,,,,,,,,,,,,,,,,,,,2000386000,,No,
,Non Compliant,APT 31-99 UNITS,24 HAVILAND ST,,25030,,,,,,,,,,,,,,,,,,,401400000,,No,
,Non Compliant,HOSPITAL,    JEROME ST,,213980,,,,,,,,,,,,,,,,,,,1301403000,"2017, 2018,",Yes,Not Compliant
,Non Compliant,COM MULTI-USE,767 781 DUDLEY ST,,55230,,,,,,,,,,,,,,,,,,,1301339000,,No,
,Non Compliant,APT SUBSIDIZED HOUSING,12 ALEXANDER ST,,75000,,,,,,,,,,,,,,,,,,,1301082000,,No,
,Non Compliant,APT SUBSIDIZED HOUSING,    PINE ST,,25158,,,,,,,,,,,,,,,,,,,305478010,"2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,520 BEACON ST,,25181,,,,,,,,,,,,,,,,,,,503698000,,No,
,Non Compliant,CONDO MAIN,89 97 CHESTER ST,,25485,,,,,,,,,,,,,,,,,,,2100543000,,No,
,Non Compliant,COM MULTI-USE,294 296 SEAVER ST,,62400,,,,,,,,,,,,,,,,,,,1202394000,,No,
,Non Compliant,OTHER EXEMPT BLDG,218 SEAVER ST,,38328,,,,,,,,,,,,,,,,,,,1202368000,,No,
,Non Compliant,EXEMPT 121A PROPERTY,16 AKRON ST,,63625,,,,,,,,,,,,,,,,,,,1201345000,"2017,",Yes,Not Compliant
,Non Compliant,OTHER EXEMPT BLDG,115 WARREN ST,,67678,,,,,,,,,,,,,,,,,,,1201200000,"2017,",No,
,Non Compliant,CONDO MAIN,63 69 PARK DR,,25835,,,,,,,,,,,,,,,,,,,504253000,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,APT SUBSIDIZED HOUSING,3 15 ALASKA ST,,42548,,,,,,,,,,,,,,,,,,,1200420000,"2017,",No,
,Non Compliant,CONDO MAIN,116 SPRING ST,,25972,,,,,,,,,,,,,,,,,,,2010347000,,No,
,Non Compliant,CONDO MAIN,29 41 MORTON ST,,40038,,,,,,,,,,,,,,,,,,,1103762000,,No,
,Non Compliant,APT SUBSIDIZED HOUSING,241 WALNUT AV,,26059,,,,,,,,,,,,,,,,,,,1101913000,"2018,",No,
,Non Compliant,CONDO MAIN,350 GLENCOE ST,,26225,,,,,,,,,,,,,,,,,,,2202190000,,No,
,Non Compliant,WAREHOUSE,3380 3390 WASHINGTON ST,,40270,,,,,,,,,,,,,,,,,,,1102896000,"2016, 2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,18 GLENCOE ST,,26440,,,,,,,,,,,,,,,,,,,2202145000,"2017,",No,
,Non Compliant,CONDO MAIN,65 CORNWALL ST,,0,,,,,,,,,,,,,,,,,,,1102178000,"2017, 2019,",No,
,Non Compliant,FOOD PROCESS PLANT,6 22 BISMARCK ST,,68803,,,,,,,,,,,,,,,,,,,1102158000,,No,
,Non Compliant,CONDO MAIN,43243 ELMORE ST,,38813,,,,,,,,,,,,,,,,,,,1101935020,,No,
,Non Compliant,ELDERLY HOME,1380 COLUMBIA RD,,26628,,,,,,,,,,,,,,,,,,,701435000,"2017,",No,
,Non Compliant,CONDO MAIN,175 CLARE AV,,26760,,,,,,,,,,,,,,,,,,,1807913000,,No,
,Non Compliant,CONDO MAIN,69 QUINT AV,,26761,,,,,,,,,,,,,,,,,,,2100968000,,No,
,Non Compliant,CONDO MAIN,247 249 CHESTNUT HILL AV,,26766,,,,,,,,,,,,,,,,,,,2102493000,,Yes,Not Compliant
,Non Compliant,RES/COMMERCIAL USE,409 MARLBOROUGH ST,,26929,,,,,,,,,,,,,,,,,,,503642000,,No,
,Non Compliant,CONDO MAIN,15 19 WALBRIDGE ST,,26950,,,,,,,,,,,,,,,,,,,2101457000,,No,
,Non Compliant,CONDO MAIN,26 WAVERLY ST,,27035,,,,,,,,,,,,,,,,,,,2200650000,"2018, 2019,",No,
,Non Compliant,INDUSTRIAL LOFT,55 73 AMORY ST,,81976,,,,,,,,,,,,,,,,,,,1101201000,"2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,APT 31-99 UNITS,41 43 EDGERLY RD,,27402,,,,,,,,,,,,,,,,,,,401409000,"2017, 2018,",No,
,Non Compliant,OTHER EXEMPT BLDG,41 55 DIMOCK ST,,66276,,,,,,,,,,,,,,,,,,,1100916000,,No,
,Non Compliant,CONDO MAIN,1542 R COLUMBUS AV,,0,,,,,,,,,,,,,,,,,,,1100871010,,No,
,Non Compliant,RES/COMMERCIAL USE,1140 COMMONWEALTH AV,,27876,,,,,,,,,,,,,,,,,,,2101583000,,No,
,Non Compliant,OTHER EXEMPT BLDG,31 HEATH ST,,42509,,,,,,,,,,,,,,,,,,,1002474000,"2016,",No,
,Non Compliant,CONDO MAIN,319 -329A CENTRE ST,,46846,,,,,,,,,,,,,,,,,,,1002301000,,No,
,Non Compliant,COM MULTI-USE,315 CENTRE ST,,43792,,,,,,,,,,,,,,,,,,,1001850100,"2016, 2017, 2018, 2019,",No,
,Non Compliant,ADMINISTRATIVE BLDG,125 S HUNTINGTON AV,,51995,,,,,,,,,,,,,,,,,,,1001628000,"2018,",No,
,Non Compliant,RES/COMMERCIAL USE,33 37 S HUNTINGTON AV,,52500,,,,,,,,,,,,,,,,,,,1001591000,,No,
,Non Compliant,RES/COMMERCIAL USE,63 PARKER HILL AV,,111401,,,,,,,,,,,,,,,,,,,1001441000,"2015, 2016,",Yes,Not Compliant
,Non Compliant,OLD MANUFACTURING,127 123 HEATH ST,,53510,,,,,,,,,,,,,,,,,,,1001281000,,No,
,Non Compliant,APT 31-99 UNITS,25 SUNSET ST,,42919,,,,,,,,,,,,,,,,,,,1001248000,"2019,",No,
,Non Compliant,RES/COMMERCIAL USE,41 BOWDOIN ST,,28146,,,,,,,,,,,,,,,,,,,300042001,"2017,",No,
,Non Compliant,HOSPITAL,91 109 PARKER HILL AV,,65680,,,,,,,,,,,,,,,,,,,1001212000,"2015, 2016, 2017, 2018,",No,
,Non Compliant,CHARITABLE ORGANIZTN,35 39 PONTIAC ST,,45000,,,,,,,,,,,,,,,,,,,1000599000,"2016, 2017,",No,
,Non Compliant,CONDO MAIN,80 - 82 FENWOOD RD,,0,,,,,,,,,,,,,,,,,,,1000319100,,No,
,Non Compliant,CONDO MAIN,80- 82 FENWOOD RD,,0,,,,,,,,,,,,,,,,,,,1000319010,,No,
,Non Compliant,EXEMPT 121A PROPERTY,873 HUNTINGTON AV,,38750,,,,,,,,,,,,,,,,,,,1000300000,,No,
,Non Compliant,RES/COMMERCIAL USE,75 ST ALPHONSUS ST,,359220,,,,,,,,,,,,,,,,,,,1000016000,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,RES/COMMERCIAL USE,80 90 100 SMITH ST,,56400,,,,,,,,,,,,,,,,,,,1000012010,"2017, 2018,",Yes,Not Compliant
,Non Compliant,OTHER EXEMPT BLDG,1545 -1565 TREMONT ST,,90000,,,,,,,,,,,,,,,,,,,1000012000,"2017,",No,
,Non Compliant,RELIGIOUS ORGANIZATN,1 MALCOLM X BL,,114600,,,,,,,,,,,,,,,,,,,903411010,"2017, 2018,",No,
,Non Compliant,OFFICE 3-9 STORY,2201 2209 WASHINGTON ST,,53476,,,,,,,,,,,,,,,,,,,902478000,"2014, 2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,TRAINING FACILITY,2173 2189 WASHINGTON ST,,50400,,,,,,,,,,,,,,,,,,,902451000,,No,
,Non Compliant,CONDO MAIN,10 WILLIAMS ST,,42670,,,,,,,,,,,,,,,,,,,902416010,,No,
,Non Compliant,HOSPITAL,125 PARKER HILL AV,,29144,,,,,,,,,,,,,,,,,,,1001213001,"2015, 2016, 2017, 2018,",No,
,Non Compliant,PARKING GARAGE,1125 TREMONT ST,,337570,,,,,,,,,,,,,,,,,,,901352010,"2014, 2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,951 961 TREMONT ST,,49924,,,,,,,,,,,,,,,,,,,901335050,"2015,",Yes,Not Compliant
,Non Compliant,CONDO MAIN,1721 WASHINGTON ST,,56779,,,,,,,,,,,,,,,,,,,900860010,"2017,",No,
,Non Compliant,CONDO MAIN,46 36 ORKNEY RD,,29528,,,,,,,,,,,,,,,,,,,2102405000,"2017, 2018, 2019,",No,
,Non Compliant,APT SUBSIDIZED HOUSING,400 MASSACHUSETTS AV,,51990,,,,,,,,,,,,,,,,,,,900740000,"2017,",Yes,Not Compliant
,Non Compliant,APT 31-99 UNITS,1197 BOYLSTON ST,,29682,,,,,,,,,,,,,,,,,,,504185000,"2017, 2018, 2019,",No,
,Non Compliant,WAREHOUSE,14 26 PALMER ST,,46233,,,,,,,,,,,,,,,,,,,802471000,,No,
,Non Compliant,WAREHOUSE,2000 WASHINGTON ST,,131696,,,,,,,,,,,,,,,,,,,801946000,"2017, 2018, 2019,",No,
,Non Compliant,VACANT LAND,    HARRISON AV,,0,,,,,,,,,,,,,,,,,,,801903010,"2017, 2018,",No,
,Non Compliant,WAREHOUSE,30 NORTHAMPTON ST,,72288,,,,,,,,,,,,,,,,,,,801750000,"2014, 2015, 2016, 2017, 2019,",No,
,Non Compliant,"CHURCH, SYNAGOGUE",20 REED ST,,38520,,,,,,,,,,,,,,,,,,,801715000,"2018,",No,
,Non Compliant,COLLEGE,715 ALBANY  ST,,82563,,,,,,,,,,,,,,,,,,,801418000,"2015, 2016, 2017,",No,
,Non Compliant,CO-OP APARTMENT,45 E NEWTON ST,,136588,,,,,,,,,,,,,,,,,,,801391022,"2015, 2017,",Yes,Not Compliant
,Non Compliant,CONDO MAIN,725 -735 HARRISON AV,,60865,,,,,,,,,,,,,,,,,,,801361005,,No,
,Non Compliant,APT 31-99 UNITS,1615 COMMONWEALTH AV,,30054,,,,,,,,,,,,,,,,,,,2101917000,,No,
,Non Compliant,APT 31-99 UNITS,5 3 LOTHIAN RD,,30136,,,,,,,,,,,,,,,,,,,2102524000,"2018, 2019,",No,
,Non Compliant,CONDO MAIN,60 GIBSON ST,,30192,,,,,,,,,,,,,,,,,,,1600656000,,No,
,Non Compliant,WAREHOUSE,91 93 WAREHAM ST,,116010,,,,,,,,,,,,,,,,,,,801143000,"2017, 2019,",No,
,Non Compliant,CONDO MAIN,1 33 LENNON CT,,30194,,,,,,,,,,,,,,,,,,,604420000,,No,
,Non Compliant,WAREHOUSE,99 109 ATKINSON ST,,58850,,,,,,,,,,,,,,,,,,,801038001,"2014, 2015, 2017,",No,
,Non Compliant,WAREHOUSE,130 120 SOUTHAMPTON ST,,71453,,,,,,,,,,,,,,,,,,,801038000,"2014, 2015,",No,
,Non Compliant,CONDO MAIN,140 CUMMINGS ST,,64267,,,,,,,,,,,,,,,,,,,801037000,,No,
,Non Compliant,RETAIL/WHLSALE/SERVICE,23 BRADSTON ST,,68314,,,,,,,,,,,,,,,,,,,801028004,,No,
,Non Compliant,STORAGE AREA,70 S BAY AV,,117244,,,,,,,,,,,,,,,,,,,801027000,"2014, 2015, 2018, 2019,",No,
,Non Compliant,APT 31-99 UNITS,    COLUMBUS AV,,30240,,,,,,,,,,,,,,,,,,,1101588200,"2017, 2018,",No,
,Non Compliant,APT 31-99 UNITS,1203 BOYLSTON ST,,30241,,,,,,,,,,,,,,,,,,,504186000,"2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,37 BEACON ST,,30295,,,,,,,,,,,,,,,,,,,501607000,"2017,",No,
,Non Compliant,COLD STORAGE WAREHOUSE,88 80 NEWMARKET SQ,,52404,,,,,,,,,,,,,,,,,,,801022030,,No,
,Non Compliant,FOOD PROCESS PLANT,225 SOUTHAMPTON ST,,51000,,,,,,,,,,,,,,,,,,,801021050,"2015, 2016, 2018,",No,
,Non Compliant,FOOD PROCESS PLANT,155 SOUTHAMPTON ST,,59189,,,,,,,,,,,,,,,,,,,801021004,,No,
,Non Compliant,CONDO MAIN,32 24 SIDLAW RD,,30296,,,,,,,,,,,,,,,,,,,2102529000,"2015,",Yes,Not Compliant
,Non Compliant,ELDERLY HOME,    DITSON ST,,30325,,,,,,,,,,,,,,,,,,,1501522000,,No,
,Non Compliant,WAREHOUSE,128 Gerard St,,61809,,,,,,,,,,,,,,,,,,,800941000,,No,
,Non Compliant,BOST REDEVELOP AUTH,    ALBANY ST,,116875,,,,,,,,,,,,,,,,,,,800900150,"2018,",No,
,Non Compliant,BOST REDEVELOP AUTH,    MASSACHUSETTS AV,,218709,,,,,,,,,,,,,,,,,,,800900020,"2017, 2018, 2019,",No,
,Non Compliant,LIGHT MFG / R & D,169 171 NORFOLK AV,,57644,,,,,,,,,,,,,,,,,,,800505000,,No,
,Non Compliant,OTHER EXEMPT BLDG,506 510 DUDLEY ST,,74474,,,,,,,,,,,,,,,,,,,800210000,,No,
,Non Compliant,ACTIVITY/SOCIAL CENTER,650 DUDLEY ST,,98000,,,,,,,,,,,,,,,,,,,800090010,,No,
,Non Compliant,OTHER EXEMPT BLDG,796 COLUMBIA RD,,43808,,,,,,,,,,,,,,,,,,,703079000,"2017, 2018, 2019,",No,
,Non Compliant,WAREHOUSE,71 VON HILLERN ST,,110617,,,,,,,,,,,,,,,,,,,702737000,"2016, 2017,",No,
,Non Compliant,REHAB/COVALES FACILITY,40 OLD HARBOR ST,,61950,,,,,,,,,,,,,,,,,,,701064001,"2015, 2016, 2017,",No,
,Non Compliant,WAREHOUSE,24 34 DAMRELL ST,,115650,,,,,,,,,,,,,,,,,,,700254000,"2015, 2016, 2017, 2018,",No,
,Non Compliant,OLD MANUFACTURING,48 38 DAMRELL ST,,49906,,,,,,,,,,,,,,,,,,,700253000,"2016,",No,
,Non Compliant,WAREHOUSE,2 ALGER ST,,42800,,,,,,,,,,,,,,,,,,,700027001,"2016, 2017, 2018, 2019,",No,
,Non Compliant,WAREHOUSE,4 ALGER ST,,95600,,,,,,,,,,,,,,,,,,,700027000,"2014, 2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,APT 31-99 UNITS,200 HANCOCK ST,,30800,,,,,,,,,,,,,,,,,,,1301625000,,No,
,Non Compliant,WAREHOUSE,307 R307 DORCHESTER AV,,48900,,,,,,,,,,,,,,,,,,,700007000,"2018,",No,
,Non Compliant,CONDO MAIN,125 145 FARRAGUT RD,,42552,,,,,,,,,,,,,,,,,,,604434000,"2017,",No,
,Non Compliant,CONDO MAIN,282 274 COMMONWEALTH AV,,30816,,,,,,,,,,,,,,,,,,,503187000,"2018, 2019,",No,
,Non Compliant,CONDO MAIN,48 COFFEY ST,,30894,,,,,,,,,,,,,,,,,,,1603872000,,No,
,Non Compliant,CONDO MAIN,687 - 697 MASSACHUSETTS AV,,30934,,,,,,,,,,,,,,,,,,,801592000,,Yes,Not Compliant
,Non Compliant,APT 31-99 UNITS,902 E SECOND ST,,61810,,,,,,,,,,,,,,,,,,,603924002,,No,
,Non Compliant,CONDO MAIN,881 E FIRST ST,,39568,,,,,,,,,,,,,,,,,,,603733010,,No,
,Non Compliant,OFFICE 3-9 STORY,836 844 SUMMER ST,,62696,,,,,,,,,,,,,,,,,,,603610000,,No,
,Non Compliant,CONDO MAIN,653 659 E SECOND ST,,0,,,,,,,,,,,,,,,,,,,603455000,,Yes,Not Compliant
,Non Compliant,LIGHT MFG / R & D,21 POWER HOUSE,,60000,,,,,,,,,,,,,,,,,,,603405100,"2014, 2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,9 APPLETON ST,,31028,,,,,,,,,,,,,,,,,,,500697000,,No,
,Non Compliant,APT 7-30 UNITS,11 DORCHESTER ST,,42760,,,,,,,,,,,,,,,,,,,602877000,,No,
,Non Compliant,CONDO MAIN,392 -412 W FIRST ST,,56919,,,,,,,,,,,,,,,,,,,602867010,,Yes,Not Compliant
,Non Compliant,WAREHOUSE,420 E  ST,,88256,,,,,,,,,,,,,,,,,,,602836020,"2018,",No,
,Non Compliant,CONDO MAIN,437 D ST,,60841,,,,,,,,,,,,,,,,,,,602833000,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,WAREHOUSE,643 -653 SUMMER ST,,288787,,,,,,,,,,,,,,,,,,,602816010,,No,
,Non Compliant,OFFICE BUILDING,9 CHANNEL CENTER ST,,77616,,,,,,,,,,,,,,,,,,,602750045,"2018,",No,
,Non Compliant,LIGHT MFG / R & D,5 CHANNEL CENTER ST,,52500,,,,,,,,,,,,,,,,,,,602750030,"2015, 2016, 2017, 2018, 2019,",No,
,Non Compliant,OFFICE BUILDING,601 CONGRESS ST,,450000,,,,,,,,,,,,,,,,,,,602678701,"2014, 2015, 2016, 2017, 2018,",No,
,Non Compliant,FOOD PROCESS PLANT,1 SEAFOOD WY,,51374,,,,,,,,,,,,,,,,,,,602674245,"2018, 2019,",No,
,Non Compliant,AIR FREIGHT TERMINAL,8 SEAFOOD  WY,,0,,,,,,,,,,,,,,,,,,,602674003,"2016, 2017, 2018, 2019,",No,
,Non Compliant,OFFICE BUILDING,200 SEAPORT BL,,819416,,,,,,,,,,,,,,,,,,,602672052,"2015, 2017, 2018,",No,
,Non Compliant,OFFICE BUILDING,11 FAN PIER BL,,517180,,,,,,,,,,,,,,,,,,,602671017,"2015, 2016, 2017, 2018, 2019,",Yes,Extension
,Non Compliant,OFFICE BUILDING,50 NORTHERN  AV,,553238,,,,,,,,,,,,,,,,,,,602671015,"2015, 2016, 2017, 2018, 2019,",Yes,Extension
,Non Compliant,CONDO MAIN,15 33 SLEEPER ST / 33 Sleeper St,,103850,,,,,,,,,,,,,,,,,,,602669005,"2015,",Yes,Not Compliant
,Non Compliant,OFFICE BUILDING,320 324 CONGRESS ST,,54299,,,,,,,,,,,,,,,,,,,602669000,"2017,",No,
,Non Compliant,CONDO MAIN,346 - 354 CONGRESS ST,,105821,,,,,,,,,,,,,,,,,,,602655010,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,OFFICE BUILDING,47 55 THOMSON PL,,1,,,,,,,,,,,,,,,,,,,602654001,,No,
,Non Compliant,HOTEL/LODGING,368 CONGRESS ST,,99726,,,,,,,,,,,,,,,,,,,602653010,"2017, 2018,",No,
,Non Compliant,CHARITABLE ORGANIZTN,308 316 CONGRESS ST,,178200,,,,,,,,,,,,,,,,,,,602635000,"2016, 2017, 2018,",No,
,Non Compliant,OTHER EXEMPT BLDG,    I ST,,63078,,,,,,,,,,,,,,,,,,,602109000,,No,
,Non Compliant,INDUSTRIAL LOFT,417 423C W BROADWAY,,59915,,,,,,,,,,,,,,,,,,,601948000,"2014, 2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,314 330 W SECOND ST,,38178,,,,,,,,,,,,,,,,,,,601728000,"2017,",Yes,Not Compliant
,Non Compliant,APT 31-99 UNITS,154 158 W SECOND ST,,126488,,,,,,,,,,,,,,,,,,,601267000,"2018,",Yes,Extension
,Non Compliant,OLD MANUFACTURING,206 W SECOND ST,,44000,,,,,,,,,,,,,,,,,,,601261000,,No,
,Non Compliant,PARKING GARAGE,10 NECCO ST,,160180,,,,,,,,,,,,,,,,,,,601166070,"2017, 2018,",Yes,Not Compliant
,Non Compliant,COM MULTI-USE,49 MELCHER ST,,44184,,,,,,,,,,,,,,,,,,,601166050,"2018,",No,
,Non Compliant,APT 31-99 UNITS,63 MELCHER  ST,,37200,,,,,,,,,,,,,,,,,,,601166030,"2017,",No,
,Non Compliant,OTHER EXEMPT BLDG,15 NECCO ST,,352500,,,,,,,,,,,,,,,,,,,601165040,,No,
,Non Compliant,CONDO MAIN,144 126 COMMERCIAL ST,,31325,,,,,,,,,,,,,,,,,,,303575000,,No,
,Non Compliant,RES/COMMERCIAL USE,395 397A W BROADWAY,,45720,,,,,,,,,,,,,,,,,,,601139000,,No,
,Non Compliant,CONDO MAIN,309 E ST,,0,,,,,,,,,,,,,,,,,,,601111000,,No,
,Non Compliant,CONDO MAIN,118 -130 TUDOR ST,,50122,,,,,,,,,,,,,,,,,,,600685010,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,CONDO MAIN,2 W SIXTH ST,,0,,,,,,,,,,,,,,,,,,,600223000,,No,
,Non Compliant,CONDO MAIN,45 -55 W BROADWAY,,46649,,,,,,,,,,,,,,,,,,,600053010,"2018,",No,
,Non Compliant,HOTEL/LODGING,8 GERARD ST,,31400,,,,,,,,,,,,,,,,,,,801014000,"2018, 2019,",No,
,Non Compliant,CONDO MAIN,9 W BROADWAY,,343698,,,,,,,,,,,,,,,,,,,600007010,,Yes,Not Compliant
,Non Compliant,WAREHOUSE,31 37 YAWKEY WY,,40194,,,,,,,,,,,,,,,,,,,504338000,,No,
,Non Compliant,OFFICE 1-2 STORY,88 78 BROOKLINE AV,,38826,,,,,,,,,,,,,,,,,,,504335000,,No,
,Non Compliant,APT 31-99 UNITS,740 E SEVENTH ST,,31416,,,,,,,,,,,,,,,,,,,604127000,"2017, 2018, 2019,",No,
,Non Compliant,PARKING GARAGE,59 75 QUEENSBERRY ST,,50600,,,,,,,,,,,,,,,,,,,504294000,"2016, 2017,",No,
,Non Compliant,APT 31-99 UNITS,136 132 HEMENWAY ST,,31475,,,,,,,,,,,,,,,,,,,401642000,,No,
,Non Compliant,CONDO MAIN,62 66 QUEENSBERRY ST,,41842,,,,,,,,,,,,,,,,,,,504283000,"2015, 2016, 2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,CONDO MAIN,40 44 HARRISON AV,,31614,,,,,,,,,,,,,,,,,,,304466000,,No,
,Non Compliant,APT 31-99 UNITS,253 261 HYDE PARK AV,,32240,,,,,,,,,,,,,,,,,,,1905063000,,No,
,Non Compliant,APT 31-99 UNITS,97 ST STEPHEN ST,,32280,,,,,,,,,,,,,,,,,,,401670000,,No,
,Non Compliant,CONDO MAIN,238 246 S HUNTINGTON AV,,32325,,,,,,,,,,,,,,,,,,,1001783000,"2018, 2019,",No,
,Non Compliant,APT 31-99 UNITS,219 223 PARK DR,,32335,,,,,,,,,,,,,,,,,,,2100026000,,No,
,Non Compliant,RES/COMMERCIAL USE,50 PETERBOROUGH ST,,47641,,,,,,,,,,,,,,,,,,,504231000,"2017,",No,
,Non Compliant,OFFICE 1-2 STORY,1252 1268 BOYLSTON ST,,65646,,,,,,,,,,,,,,,,,,,504230000,"2014, 2015, 2016,",No,
,Non Compliant,APT 31-99 UNITS,52 WESTLAND AV,,32376,,,,,,,,,,,,,,,,,,,401515000,,No,
,Non Compliant,RES/COMMERCIAL USE,327 HUNTINGTON AV,,32388,,,,,,,,,,,,,,,,,,,401702000,,No,
,Non Compliant,MOTEL,1271 BOYLSTON ST,,49105,,,,,,,,,,,,,,,,,,,504208000,"2017, 2018, 2019,",No,
,Non Compliant,PARKING GARAGE,49 67 LANSDOWNE ST,,49850,,,,,,,,,,,,,,,,,,,504197000,,No,
,Non Compliant,NIGHT CLUB,15 27 LANSDOWNE ST,,42600,,,,,,,,,,,,,,,,,,,504193000,,No,
,Non Compliant,APT 31-99 UNITS,745 E SIXTH ST,,32500,,,,,,,,,,,,,,,,,,,604128000,"2017, 2018, 2019,",No,
,Non Compliant,OFFICE 3-9 STORY,2 CHARLESGATE WEST,,46128,,,,,,,,,,,,,,,,,,,504176001,"2016, 2017, 2018, 2019,",No,
,Non Compliant,RES/COMMERCIAL USE,741 E SIXTH ST,,32500,,,,,,,,,,,,,,,,,,,604127001,"2017, 2018, 2019,",No,
,Non Compliant,CONDO MAIN,645 635 BEACON ST,,49363,,,,,,,,,,,,,,,,,,,504150000,"2017,",No,
,Non Compliant,RES/COMMERCIAL USE,566 574 COMMONWEALTH AV,,160140,,,,,,,,,,,,,,,,,,,504140001,"2015, 2016, 2017,",Yes,Not Compliant
,Non Compliant,APT 31-99 UNITS,11 QUEENSBERRY ST,,32628,,,,,,,,,,,,,,,,,,,504241000,"2017, 2018,",No,
,Non Compliant,OTHER EXEMPT BLDG,20 CHARLESGATE WEST,,58320,,,,,,,,,,,,,,,,,,,503917000,"2017, 2018, 2019,",Yes,Not Compliant
,Non Compliant,CONDO MAIN,466 464 COMMONWEALTH AV,,72990,,,,,,,,,,,,,,,,,,,503916000,"2015, 2016,",Yes,Not Compliant
,Non Compliant,RES/COMMERCIAL USE,475 COMMONWEALTH AV,,45976,,,,,,,,,,,,,,,,,,,503899000,,No,
,Non Compliant,RES/COMMERCIAL USE,380 374 COMMONWEALTH AV,,76329,,,,,,,,,,,,,,,,,,,503816000,"2016, 2018, 2019,",No,
